,datePublished,user,text_header,verified,text_content,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
368,25th October 2019,G Shanepi,"""have to pay for extra luggage""",✅ Trip Verified ,"  Mumbai to Hyderabad. When I reached Bombay luggage need to collect and checkin again. Spicejet guys say 15kg main luggage and 7kg hand luggage, I told this is not my local trip this is my international connecting and I show my international boarding pass. She told me you have to pay for extra luggage if you need to travel. I don't have time I read to pay, I had 25kg luggage she sad you need to pay for 10kg no hand luggage. When I asked she refused to answer my questions. Spicejet roughly behaved and he doesn't know how to handle customer",NA,Solo Leisure,Economy Class,Mumbai  to Hyderabad,October 2019,1,1,NA,NA,1,NA,1,no
369,22nd October 2019,Gaurav Gupta,"""no care and service""",✅ Trip Verified ,"  We lost our checked-in baggage travelling from Delhi to Bangkok. On losing my baggage: 1. I found out that there is no representative from Spicejet on Bangkok Airport to report the issue. 2. On my own after running around, I found out the baggage handling partner. 3. I coordinated on my own with that partner with difficulty, as the employees are not well versed in basic English. 4. I registered complaint with them in writing, after running from pillar to post taking over an hour. 5. In the process I missed my pre-booked transportation to Pattaya (where I was travelling) and had to take a cab on-the-spot. I received my baggage afterwards coordinating with them. Spicejet remained clueless, if I received my bag or not. I was travelling with my wife and 3 yr old kid. The airline refused to compensate me for the baggage loss and the mental trauma. Never travel in this low-cost budget airline, which does not provide any care and service.",NA,Family Leisure,Economy Class,Delhi to Bangkok,September 2019,2,2,NA,NA,1,NA,2,no
370,21st October 2019,Padmapriya Swaminathan,"""too costly for short trip""",Not Verified ,"  Madurai to Chennai. My flight was for 50 minutes and cabin crew was not even attentive to give water. All the food available in catalogue was not served. Every time we ask for any choice of the food, crew asked me to show on the menu. Pathetic service and too costly for short trip.",NA,Couple Leisure,Economy Class,Madurai to Chennai,October 2019,2,1,NA,NA,1,NA,1,no
371,19th October 2019,G Carter,"""service standard was adequate""",✅ Trip Verified ,"  Dharamsala to Delhi. Airline schedules only 20 minutes from the arrival of the inbound aircraft to the departure. It’s impossible to turn around a Q400 in that time so of course it was late. The captain’s announcement needs work, his ‘holding and bad weather into Delhi’ announcement was too technical for the average passenger.  He also promised an update but never did. Aside from these deficiencies the service standard was adequate.",Dash 8 Q400,Solo Leisure,Economy Class,Dharamsala to Delhi,October 2019,2,3,3,NA,4,NA,3,yes
372,19th October 2019,S Vadisha,"""very worst service of Spicejet""",✅ Trip Verified ,"  Bangalore to Mangalore. Ahmedabad to Bangalore I travelled with IndiGo, they allowed me 2 kg extra luggage. But in Spicejet they didn't allow it, since it was just 2 kg they could have allowed. This is very worst service of Spicejet.",NA,Solo Leisure,Economy Class,Bangalore to Mangalore,October 2019,3,1,1,1,1,1,1,no
373,14th October 2019,Arijit Aditya,"""never faced such rude and insulting behaviour""",✅ Trip Verified ," On October 11, 2019 I travelled from Silchar to Kolkata by Spicejet. Flight SG 3219. Flight was delayed by 2 hrs 45 min. Your crew started serving food and beverage. I purchased a cup of tea by paying Rs. 100. But I found the tea was cold. I brought it to your crew, a lady. She asked me whether I had sipped the beverage. I answered, of course. But she didn’t believe me. To my utter surprise, she asked another co-passenger, who was also having tea, whether his beverage was hot enough. He responded, might be, 'yes'. She then turned to me and said, he is saying the tea is hot enough. To my utter disbelief, she poured some water from the pot. I didn't say anything but kept the cup full of tea or to be precise some lukewarm water and a piece of biscuit. I could have argued that my co passenger purchased the beverage when she began serving and I purchased while she was coming back from one round. But I didn't say anything. But I wonder how could a lady pour some water, maybe to her belief hot enough, to the cup of tea without even thinking that what would be the taste of the beverage. But one thing I must tell you, you can cheat your passenger but you dont have any right to insult them. I am regular flier on this route but never faced such rude and insulting behaviour from any cabin crew.",NA,Business,Economy Class,Silchar to Kolkata,October 2019,4,1,1,1,1,1,1,no
374,13th October 2019,Anand Limaye,"""some room for improvement """,✅ Trip Verified ,"  Trivendrum to Mumbai. In general good experience. however there is quite some room for improvement in areas such as the selection of food items, training to the cabin crew, cleanliness of the cabin, punctuality in arrival and departure.",Boeing 737,Business,Economy Class,Trivendrum to Mumbai,October 2019,3,4,3,NA,4,NA,5,yes
375,10th October 2019,V Reddy,"""everything was flawless""",✅ Trip Verified ," 
SpiceJet flight from Delhi to Bengaluru. This was a very good flight where everything went very smoothly from check in using the kiosk machines to the baggage drop, everything was flawless. The boarding started before the scheduled time which was a plus point and the flight was very full. One slight disadvantage is the need to pre pay the seat while doing online check in. However, if one arrives at the airport early enough one can select their seat preference without needing to pay the additional cost. But then this is a practice most LCCs do. The plane itself was used formerly by Jet Airways, so the seat pitch was on the more generous side which was well appreciated for a trip that was lasting 2 hours and 50 minutes long. We took off before departure time, the crew were proactive and personable enough with the fellow passengers when it came to the food / drinks. The pilots also announced and kept us updated regarding the flight path. Arrival was also well before the scheduled time and collecting the baggage was done quickly without the need to wait for long. Overall I'd say that on flights with longer durations, having a seat pitch which is more on the generous side really helps a lot. Would I consider flying SpiceJet again? If there is a good deal available.",Boeing 737-700,Solo Leisure,Economy Class,Delhi to Bengaluru,October 2019,4,4,NA,NA,4,NA,4,yes
376,9th October 2019,B Hartosh,"""I had a good experience""",✅ Trip Verified ,  Mumbai to Delhi. From departure to arrival I had a good experience. Staff were polite and professional. Clean and very quiet aircraft.,Boeing 737 800,Business,Economy Class,Mumbai to Delhi,October 2019,5,5,5,NA,5,NA,5,yes
377,9th October 2019,K Mickalova,"""an unpleasant and embarrassing experience""",Not Verified ,"  I was flying from Kabul to Bangkok via Delhi and back, the same route. I paid for the Spicemax (or similar) service - 30kg for 2 pieces checked-in luggage (not just 20kg), extra leg room, a meal and a non-alcoholic drink. SpiceJet manged to be delayed (departure time) on 5 out of 4 planned flights: one flight was so delayed that I would not catch the connecting flight in Delhi - and I was not let on board. Thus I had to stay in Bangkok for one more day (no compensation for the hotel whatsoever). The next day, the plane was overcrowded - forget the extra leg room! Also, staff were always checking x-times if I was entitled for something to drink. It was an unpleasant and embarrassing experience. I will try to avoid SpiceJet at any cost. You do not get what you paid for in many terms. Losing time, energy and money when you cannot fly on the planned day is absolutely not worth it.",NA,Business,Premium Economy,Bangkok to Kabul,October 2019,2,1,1,NA,1,NA,1,no
378,7th October 2019,Dileep Kumar,"""lot of false promises""",✅ Trip Verified , I recently took flight from Dubai to Pune and I can't believe what great cheats they are. First they are taking undue advantage of your situation and charging heavily for any excess baggage (approx 1400 INR per kg). I paid 15k for my excess baggage and they did that for most passengers and later all of our baggage was left behind as they did not have enough space in the flight and no information was provided to us. They just keep making money by accepting all there is to take. Upon landing in Pune they informed us what they have done and delivered a lot of false promises about refunds and compensation to pacify us. Later when I followed up with their customer care they didn't even bother to reply; cause they know they have already got the money and later when I complained again they bluntly refused to pay any compensation or refunds. They are extremely unprofessional and liars and cheats. Don't fall for their scams like me and from my experience I will tell you better to pay 1000 bucks extra and travel with other airline who don't do all this funny business and have better professionalism.,NA,Solo Leisure,Economy Class,Dubai to Pune,September 2019,2,2,1,1,1,1,2,no
379,6th October 2019,Shilpa Khurana Shilpa,"""the seats were awful""",✅ Trip Verified ,"  
Dubai to Delhi. The main thing, which I didn't like at all is the Air-hostess attitude. Even after pressing the button for calling, nobody turned up. There were 4 girls in the flight, however, they were rude and no smile while asking for anything. Disappointed.  Also, the seats were awful. The seat belt was torn.  Cleanliness zero. Our flight reached at 3:45 and we had to wait till 4:45 to get our luggage.",NA,Couple Leisure,Economy Class,Dubai to Delhi,October 2019,2,1,NA,1,1,1,2,no
